transaction_date,ticker,executive,executive_title,security_type,acquisition_or_disposal,shares,share_price
2021-02-01,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,1054.0,119.845
2021-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,A,15864.0,0.0
2021-02-01,IBM,"KRISHNA, ARVIND","Director, Chairman and CEO",Common Stock,D,6367.0,119.845
2021-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,A,777.0,0.0
2021-02-01,IBM,"LAMOREAUX, NICKLE JACLYN",Senior Vice President,Common Stock,D,306.0,119.845
2021-02-01,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,6101.0,119.845
2021-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,4142.0,119.845
2021-02-01,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,10961.0,0.0
2021-02-01,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,2663.0,0.0
2021-01-29,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,26.0,119.11
2021-01-16,IBM,"WHITEHURST, JAMES M",President,Common Stock,D,1526.0,129.02
2021-01-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,24.0,128.39
2021-01-04,IBM,"COHN, GARY D",Vice Chairman,Rst. Stock Unit,A,19794.0,0.0
2020-12-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,686.0,125.88
2020-12-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,646.0,125.88
2020-12-31,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,320.0,0.0
2020-12-31,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,125.88
2020-12-31,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,581.0,125.88
2020-12-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,646.0,125.88
2020-12-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,388.0,125.88
2020-12-31,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,785.0,125.88
2020-12-31,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,646.0,125.88
2020-12-31,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,686.0,125.88
2020-12-31,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,646.0,125.88
2020-12-31,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,646.0,125.88
2020-12-31,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,388.0,125.88
2020-12-31,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,646.0,125.88
2020-12-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,125.93
2020-12-11,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,A,16129.0,0.0
2020-12-11,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,D,16129.0,0.0
2020-12-11,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,D,7750.0,124.555
2020-12-10,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,D,210.0,0.0
2020-12-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,860.0,0.0
2020-11-30,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,123.52
2020-11-18,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,A,21178.0,0.0
2020-11-18,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,82817.0,0.0
2020-11-13,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,21.0,116.85
2020-11-09,IBM,"DEL, BENE ROBERT F","VP, Controller",Phantom Stock Unit,A,46.0,0.0
2020-11-09,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,101.0,0.0
2020-11-09,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,51.0,0.0
2020-11-09,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Phantom Stock Unit,A,541.0,0.0
2020-11-09,IBM,"GORSKY, ALEX",Director,Common Stock,A,4232.0,117.855
2020-11-09,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,54.0,0.0
2020-11-09,IBM,"KRISHNA, ARVIND","Director, CEO",Phantom Stock Unit,A,214.0,0.0
2020-11-09,IBM,"KELLY, JOHN E III",Executive Vice President,Phantom Stock Unit,A,224.0,0.0
2020-11-02,IBM,"LIVERIS, ANDREW N",Director,Common Stock,A,2655.0,112.92
2020-10-30,IBM,"SWEDISH, JOSEPH",Director,Common Stock,A,2000.0,111.0099
2020-10-30,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,22.0,111.66
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,100.0,107.71
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,750.0,107.6574
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,300.0,107.7351
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,100.0,107.7099
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,75.0,107.75
2020-10-29,IBM,"FARR, DAVID N",Director,Common Stock,A,175.0,108.125
2020-10-28,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Common Stock,A,9250.0,108.0135
2020-10-28,IBM,"WADDELL, FREDERICK H",Director,Common Stock,A,1000.0,107.4958
2020-10-27,IBM,"TAUREL, SIDNEY",Director,Common Stock,A,5000.0,110.745
2020-10-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,124.89
2020-09-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,709.0,121.67
2020-09-30,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,709.0,121.67
2020-09-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,401.0,121.67
2020-09-30,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,602.0,121.67
2020-09-30,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,668.0,121.67
2020-09-30,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,812.0,121.67
2020-09-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,401.0,121.67
2020-09-30,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,121.67
2020-09-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,122.44
2020-08-31,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,123.31
2020-08-14,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,125.27
2020-08-12,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,7133.0,0.0
2020-08-11,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,2714.0,129.5
2020-08-11,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1895.0,128.76
2020-08-10,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1215.0,127.0
2020-08-07,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,46.0,0.0
2020-08-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,50.0,0.0
2020-08-07,IBM,"DEL, BENE ROBERT F","VP, Controller",Phantom Stock Unit,A,42.0,0.0
2020-08-07,IBM,"KELLY, JOHN E III",Executive Vice President,Phantom Stock Unit,A,205.0,0.0
2020-08-07,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Phantom Stock Unit,A,494.0,0.0
2020-08-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,91.0,0.0
2020-08-07,IBM,"KRISHNA, ARVIND","Director, CEO",Phantom Stock Unit,A,196.0,0.0
2020-08-05,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1176.0,126.73
2020-07-31,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,122.94
2020-07-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,123.0
2020-06-30,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,673.0,120.77
2020-06-30,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,673.0,120.77
2020-06-30,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,404.0,120.77
2020-06-30,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,673.0,120.77
2020-06-30,IBM,"BUBERL, THOMAS",Director,Promised Fee Share,A,471.0,120.77
2020-06-30,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,728.0,120.77
2020-06-30,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,673.0,120.77
2020-06-30,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,673.0,120.77
2020-06-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,120.77
2020-06-30,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,18.0,120.77
2020-06-30,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,606.0,120.77
2020-06-30,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,404.0,120.77
2020-06-30,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,715.0,120.77
2020-06-30,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,818.0,120.77
2020-06-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,18.0,121.65
2020-06-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,121.65
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Rst. Stock Unit,D,2750.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Rst. Stock Unit,D,3319.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Rst. Stock Unit,A,17900.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,1626.0,134.075
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,A,3319.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,1527.0,134.075
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,A,3117.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,1347.0,134.075
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,A,2750.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,2871.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,2000.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,2113.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,A,22020.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,1391.0,134.075
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,2871.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,1026.0,134.075
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,2113.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,969.0,134.075
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,2078.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,A,12502.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,1018.0,134.075
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,2078.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,D,937.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,D,857.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,969.0,134.075
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,A,6495.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,499.0,134.075
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,937.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,457.0,134.075
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,857.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,322.0,134.075
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,605.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,1750.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,1993.0,0.0
2020-06-08,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,D,605.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,A,12218.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,D,1993.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,D,1750.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,1993.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,A,3018.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,D,3008.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,D,2250.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,D,2113.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,A,39068.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,D,1446.0,134.075
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,A,3008.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,D,1082.0,134.075
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,A,2250.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,D,1914.0,0.0
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,D,1015.0,134.075
2020-06-08,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,A,2113.0,0.0
2020-06-08,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,2000.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,2078.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,1750.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,1932.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,A,12786.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1007.0,134.075
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,2078.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,937.0,134.075
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,1932.0,0.0
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,848.0,134.075
2020-06-08,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,1750.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,922.0,134.075
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,1914.0,0.0
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,848.0,134.075
2020-06-08,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,1750.0,0.0
2020-06-08,IBM,"KELLY, JOHN E III",Executive Vice President,Rst. Stock Unit,D,3117.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,A,6650.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,D,3257.0,134.075
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,A,7273.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,D,3562.0,134.075
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,A,8026.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,D,3931.0,134.075
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Rst. Stock Unit,D,8026.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Rst. Stock Unit,D,6650.0,0.0
2020-06-08,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Rst. Stock Unit,D,7273.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,D,1478.0,134.075
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,A,2750.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,D,1347.0,134.075
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,A,3281.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,D,1607.0,134.075
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Rst. Stock Unit,D,3018.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Rst. Stock Unit,D,2750.0,0.0
2020-06-08,IBM,"SCHROETER, MARTIN J",Senior Vice President,Rst. Stock Unit,D,3281.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,1750.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,857.0,134.075
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,1993.0,0.0
2020-06-08,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,976.0,134.075
2020-06-07,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,D,1325.0,132.985
2020-06-07,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,A,2788.0,0.0
2020-06-07,IBM,"GHERSON, DIANE J",Senior Vice President,Common Stock,D,1351.0,132.985
2020-06-07,IBM,"GHERSON, DIANE J",Senior Vice President,Rst. Stock Unit,D,2788.0,0.0
2020-06-07,IBM,"SCHROETER, MARTIN J",Senior Vice President,Rst. Stock Unit,D,6031.0,0.0
2020-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,A,3761.0,0.0
2020-06-07,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,1389.0,0.0
2020-06-07,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,710.0,132.985
2020-06-07,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,D,1389.0,0.0
2020-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Rst. Stock Unit,D,2788.0,0.0
2020-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Rst. Stock Unit,D,3761.0,0.0
2020-06-07,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,A,3891.0,0.0
2020-06-07,IBM,"KELLY, JOHN E III",Executive Vice President,Common Stock,D,1906.0,132.985
2020-06-07,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,D,4224.0,132.985
2020-06-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Common Stock,D,1822.0,132.985
2020-06-07,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,D,1870.0,132.985
2020-06-07,IBM,"KELLY, JOHN E III",Executive Vice President,Rst. Stock Unit,D,3891.0,0.0
2020-06-07,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Common Stock,A,2788.0,0.0
2020-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,A,2788.0,0.0
2020-06-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Common Stock,D,1366.0,132.985
2020-06-07,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Rst. Stock Unit,D,8625.0,0.0
2020-06-07,IBM,"KRISHNA, ARVIND","Director, CEO",Common Stock,A,3891.0,0.0
2020-06-07,IBM,"KRISHNA, ARVIND","Director, CEO",Rst. Stock Unit,D,3891.0,0.0
2020-06-07,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Common Stock,A,8625.0,0.0
2020-06-07,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,A,6031.0,0.0
2020-06-07,IBM,"SCHROETER, MARTIN J",Senior Vice President,Common Stock,D,2954.0,132.985
2020-06-07,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Rst. Stock Unit,D,2788.0,0.0
2020-06-01,IBM,"DEL, BENE ROBERT F","VP, Controller",Rst. Stock Unit,D,690.0,0.0
2020-06-01,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,A,690.0,0.0
2020-06-01,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,264.0,124.89
2020-05-29,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,17.0,124.9
2020-05-29,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,124.9
2020-05-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,18.0,116.98
2020-05-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,116.98
2020-05-07,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,145.0,0.0
2020-05-07,IBM,"BROWDY, MICHELLE H",Senior Vice President,Phantom Stock Unit,A,50.0,0.0
2020-05-07,IBM,"DEL, BENE ROBERT F","VP, Controller",Phantom Stock Unit,A,43.0,0.0
2020-05-07,IBM,"GHERSON, DIANE J",Senior Vice President,Phantom Stock Unit,A,47.0,0.0
2020-05-07,IBM,"KELLY, JOHN E III",Executive Vice President,Phantom Stock Unit,A,209.0,0.0
2020-05-07,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,91.0,0.0
2020-05-07,IBM,"SCHROETER, MARTIN J",Senior Vice President,Phantom Stock Unit,A,232.0,0.0
2020-05-07,IBM,"ROMETTY, VIRGINIA M","Director, Executive Chairman",Phantom Stock Unit,A,504.0,0.0
2020-05-07,IBM,"KRISHNA, ARVIND","Director, CEO",Phantom Stock Unit,A,200.0,0.0
2020-04-30,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,17.0,125.56
2020-04-30,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,125.56
2020-04-15,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,118.69
2020-04-15,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,18.0,118.69
2020-03-31,IBM,"VOSER, PETER R.",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"WADDELL, FREDERICK H",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"JACKSON, SHIRLEY A",Director,Promised Fee Share,A,778.0,110.93
2020-03-31,IBM,"GORSKY, ALEX",Director,Promised Fee Share,A,778.0,110.93
2020-03-31,IBM,"HOWARD, MICHELLE J",Director,Promised Fee Share,A,660.0,110.93
2020-03-31,IBM,"FARR, DAVID N",Director,Promised Fee Share,A,440.0,110.93
2020-03-31,IBM,"ESKEW, MICHAEL L",Director,Promised Fee Share,A,891.0,110.93
2020-03-31,IBM,"LIVERIS, ANDREW N",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"TAUREL, SIDNEY",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,7.0,110.93
2020-03-31,IBM,"MCNABB, FREDERICK WILLIAM III",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"POLLACK, MARTHA E",Director,Promised Fee Share,A,733.0,110.93
2020-03-31,IBM,"SWEDISH, JOSEPH",Director,Promised Fee Share,A,440.0,110.93
2020-03-31,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,19.0,110.93
2020-03-13,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,341.0,107.95
2020-03-13,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,20.0,107.95
2020-02-28,IBM,"KAVANAUGH, JAMES J",Sr. VP and CFO,Phantom Stock Unit,A,16.0,130.15
2020-02-28,IBM,"KEVERIAN, KENNETH M",Senior Vice President,Phantom Stock Unit,A,6.0,130.15
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.39
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.32
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.24
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.18
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.46
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.48
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,60.0,140.59
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,40.0,140.6
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,75.0,140.45
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,100.0,140.415
2020-02-26,IBM,"DEL, BENE ROBERT F","VP, Controller",Common Stock,D,50.0,140.41
